"taxonomy1","taxonomy2","score"
"Wholesale - Machinery (Industrial)","Heavy Construction Equipment","0.016949153"
"Wholesale - Machinery (Industrial)","Heavy Construction Equipment","0.016949153"
"Doors / Windows / Awnings / Sidings - Installation","Glass & Mirror Stores","0.016949153"
"Project Managers (Construction)","Playground Equipment Supplier","0.016949153"
"Retail - Bicycles (Non-Motorized, incl. Repair)","Sporting Goods Store","0.016949153"
"Retail - Tire Sales & Service (New)","Automobile Dealers & Manufacturers","0.016949153"
"Snow Plowing - Residential (No public roads)","Newspapers & Magazines","0.016949153"
"Doors / Windows / Awnings / Sidings - Installation","Social Services & NGOs","0.016949153"
"Communication Equipment Installation - Residential","Lighting Stores","0.016949153"
"Doors / Windows / Awnings / Sidings - Installation","Glass & Mirror Stores","0.016949153"
"Building Owner - Residential - Apartments (No Retail Occupancy)","Parks","0.016949153"
"Organizational Consultants","Environmental Engineering Services","0.016949153"
"Fuel Dealer (Liquid Fuel Home Delivery)","Oil & Gas - Extraction & Distribution","0.016949153"
"Restaurants (Food Court / Food Truck / Food Cart - No Canteen Trucks)","Bakeries & Desserts","0.016949153"
"Restaurants (Food Court / Food Truck / Food Cart - No Canteen Trucks)","Bakeries & Desserts","0.016949153"
"Masonry (Brick / Stone / Stuccoing) Construction / Installation","Batteries","0.016949153"
"Doors / Windows / Awnings / Sidings - Installation","Glass & Mirror Stores","0.016949153"
"Fuel Dealer (Liquid Fuel Home Delivery)","Oil & Gas - Extraction & Distribution","0.016949153"
"Doors / Windows / Awnings / Sidings - Installation","Glass & Mirror Stores","0.016949153"
"Metal Products Manufacturing - Light, Not Otherwise Classified (incl Machine Shops / Tool & Die)","Electric Supplies & Power Generation","0.016949153"
"Retail - Not Otherwise Classified","Gyms, Fitness & Health Centers","0.016949153"
"Wholesale - Machinery (Industrial)","Heavy Construction Equipment","0.016949153"
"Organizational Consultants","Environmental Engineering Services","0.016949153"
"Retail - Clothing (Women's, no Children's)","Neckwear, Hats & Accessories","0.016949153"
"Jewellery Manufacturing (Costume / Novelty)","Social Services & NGOs","0.016949153"
"Retail - Electronics (Install / Repair Off Premises)","Tech Companies","0.016949153"
"Fuel Dealer (Liquid Fuel Home Delivery)","Oil & Gas - Extraction & Distribution","0.016949153"
"Confectionery Manufacturing","Salvage Merchandise & Thrift Store","0.016949153"
"Fuel Dealer (Liquid Fuel Home Delivery)","Oil & Gas - Extraction & Distribution","0.016949153"
"Personal Computer / Calculator Manufacturing","Audiology Clinics","0.016949153"
"Retail - China / Crockery / Glassware / Giftware","Fabric-Based Home Goods","0.016949153"
"Doors / Windows / Awnings / Sidings - Installation","Glass & Mirror Stores","0.016949153"
"Mental Health Care Facilities","Security Guards & Patrol Services","0.016949153"
"Recreation - Not Otherwise Classified","Race Tracks & Racing Supplies","0.016949153"
"Fuel Dealer (Liquid Fuel Home Delivery)","Oil & Gas - Extraction & Distribution","0.016949153"
"Retail - Accessories (Belts / Scarves / Etc)","Fabric-Based Home Goods","0.016949153"
"Wholesale - Not Otherwise Classified","Aluminum Processing & Products","0.016666668"
"Photographers' Studios (Incl Away from Premises)","Modeling Agency","0.016666668"
"Carpentry, trim and millwork (No Wood Shop)","Restaurant Equipment","0.016666668"
"Wholesale - Gases (No Petroleum)","Environmental Engineering Services","0.016666668"
"Dance / Gymnastic / Martial Arts Schools","Adult Entertainment Clubs","0.016666668"
"Retail - Dry Goods / Luggage / Religious Goods / Handicraft","Toys & Games Stores","0.016666668"
"Handyman / Handywoman / Miscellaneous Home Repair","Trucking and Logistics","0.016666668"
"Repair Shops - Household Electronics / Appliances","Farm Equipment","0.016666668"
"Operations Consultants","Hosting & Cloud Infrastructure Providers","0.016666668"
"Retail - Portable Tools / Equipment Rental","Photographers & Photographic Studios","0.016666668"
"Carpentry, trim and millwork (No Wood Shop)","Business Consulting","0.016666668"
"Retail - Electronics (Install / Repair Off Premises)","Lighting Stores","0.016666668"
"Housekeeping Service (Residential)","Movers & Heavy Transportation","0.016666668"
"Wholesale - Hardware / Plumbing Supplies / Electrical Supplies","Yoga Studios","0.016666668"
"Retail - Not Otherwise Classified","Heavy Construction Equipment","0.016666668"
"Retail - Dry Goods / Luggage / Religious Goods / Handicraft","Toys & Games Stores","0.016666668"
"Electrical Contractors - Residential","Digital & Marketing Agencies","0.016666668"
"Retail - Not Otherwise Classified","Outdoor Advertising Services","0.016666668"
"Retail - Electronics (Install / Repair Off Premises)","Computer Stores","0.016666668"
"Wholesale - Beverages (Non-Alcoholic)","Dairy Products - Farms & Stores","0.016666668"
"Doors / Windows / Awnings / Sidings - Installation","Pools & Jacuzzi Stores","0.016666668"
"Building Owner - Single Occupancy - Retail","Aircraft Parts & Services","0.016666668"
"Building Owner - Multiple Occupancy - Office","Construction Services","0.016666668"
"Dance / Gymnastic / Martial Arts Schools","Adult Entertainment Clubs","0.016666668"
"Photographers' Studios (Incl Away from Premises)","Modeling Agency","0.016666668"
"Municipal - Parks / Botanical Gardens","Farms & Agriculture Production","0.016666668"
"Retail - Electronics (Install / Repair Off Premises)","Lighting Stores","0.016666668"
"Home Stagers / Interior Decorators","Bridal Shops & Wedding Supplies","0.016666668"
"Photographers' Studios (Incl Away from Premises)","Safety Training","0.016666668"
"Housekeeping Service (Residential)","Movers & Heavy Transportation","0.016666668"
"Retail - Electronics (Install / Repair Off Premises)","Computer Stores","0.016666668"
"Retail - Electronics (Install / Repair Off Premises)","Computer Stores","0.016666668"
"Retail - Dry Goods / Luggage / Religious Goods / Handicraft","Toys & Games Stores","0.016666668"
"Carpentry, trim and millwork (No Wood Shop)","Restaurant Equipment","0.016666668"
"Retail - Dry Goods / Luggage / Religious Goods / Handicraft","Toys & Games Stores","0.016666668"
"Dance / Gymnastic / Martial Arts Schools","Adult Entertainment Clubs","0.016666668"
"Housekeeping Service (Residential)","Movers & Heavy Transportation","0.016666668"
"Carpentry, trim and millwork (No Wood Shop)","Business Consulting","0.016666668"
"Doors / Windows / Awnings / Sidings - Installation","Glaziers & Glass Products","0.016666668"
"Jewellery Manufacturing (Costume / Novelty)","Minerals, Earths & Ores","0.016666668"
"Retail - Portable Tools / Equipment Rental","Industrial Air Solutions","0.016666668"
"Business Services - Not Otherwise Classified","Catering & Delivery","0.016666668"
"Wholesale - Machinery (Industrial)","Laboratory Equipment & Supplies","0.016666668"
"Photographers' Studios (Incl Away from Premises)","Modeling Agency","0.016666668"
"Doors / Windows / Awnings / Sidings - Installation","Glaziers & Glass Products","0.016666668"
"Linen / Towel / Diaper / Uniform Supply","Injection Molding Services","0.016666668"
"Business Services - Not Otherwise Classified","Catering & Delivery","0.016666668"
"Wholesale - Machinery (Not Otherwise Classified)","Office Supplies","0.016666668"
"Retail - Electronics (Install / Repair Off Premises)","Computer Stores","0.016666668"
"Retail - Electronics (Install / Repair Off Premises)","Computer Stores","0.016666668"
"Trailer Sales / Service (Not Recreational)","Paper & Cardboard Products","0.016666668"
"Software Developers (Pre-Packaged)","Accounting & Bookkeeping Services","0.016666668"
"Building Owner - Multiple Occupancy - Office","Construction Services","0.016666668"
"Retail - Electronics (Install / Repair Off Premises)","Lighting Stores","0.016666668"
"Professional Associations","Ophthalmic & Optical Instruments & Lenses","0.016666668"
"Retail - Paint / Wallpaper (No Work Off Premises)","Windows & Door Shops","0.016666668"
"Operations Consultants","Hosting & Cloud Infrastructure Providers","0.016666668"
"Construction - Residential New (Singles / Semis)","Windows & Door Shops","0.016666668"
"Electrical Contractors - Residential","Digital & Marketing Agencies","0.016666668"
"Carpentry (incl. Wood Shop Operations)","Architects & Architectural Services","0.016666668"
"Retail - Dry Goods / Luggage / Religious Goods / Handicraft","Toys & Games Stores","0.016666668"
"Retail - Electronics (Install / Repair Off Premises)","Computer Stores","0.016666668"
"Heating Equipment Manufacturing - Electrical","Solar Energy Services","0.016666668"
"Repair Shops - Household Electronics / Appliances","Tech Companies","0.016666668"
"Retail - Gifts & Decorative Items","Salvage Merchandise & Thrift Store","0.016393442"
"Building Owner - Single Occupancy - Retail","Architects & Architectural Services","0.016393442"
"Management Consultants","Hosting & Cloud Infrastructure Providers","0.016393442"
"Renovation - Commercial - low rise - 3 stories or less","Cabinet Makers","0.016393442"
"Retail - Gifts & Decorative Items","Salvage Merchandise & Thrift Store","0.016393442"
"Carpentry, trim and millwork (No Wood Shop)","Pools & Jacuzzi Stores","0.016393442"
"Bedding / Mattress / Quilt Manufacturing","Agriculture & Farm Associations","0.016393442"
"Ambulances (Emergency Service)","Professional & Management Training","0.016393442"
"Retail - Gifts & Decorative Items","Salvage Merchandise & Thrift Store","0.016393442"
"Carpentry, trim and millwork (No Wood Shop)","Solar Energy Services","0.016393442"
"Wholesale - Machinery (Not Otherwise Classified)","Welding Services","0.016393442"
"Wholesale - Clothing (Women's, no Children's, no Fur)","Drug Stores & Pharmacies","0.016393442"
"Medical / Health Services - Not Otherwise Classified","Yoga Studios","0.016393442"
"Management Consultants","Hosting & Cloud Infrastructure Providers","0.016393442"
"Retail - Gifts & Decorative Items","Salvage Merchandise & Thrift Store","0.016393442"
"Retail - Gifts & Decorative Items","Salvage Merchandise & Thrift Store","0.016393442"
"Fundraising Organizations (Charitable / Religious)","Tour Operators","0.016393442"
"Advertising Agencies","Executive, Legislative & Government Institutions","0.016393442"
"Renovation - Commercial - low rise - 3 stories or less","Cabinet Makers","0.016393442"
"Retail - Clothing (Women's, no Children's)","Dairy Products - Farms & Stores","0.016393442"
"Building Owner - Single Occupancy - Warehouse / Wholesale","Auto Services","0.016393442"
"Wholesale - Machinery (Not Otherwise Classified)","Welding Services","0.016393442"
"Construction - Residential New (Singles / Semis)","Property Management","0.016393442"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Window Cleaning Service","0.016393442"
"Home Stagers / Interior Decorators","Security Guards & Patrol Services","0.016393442"
"Gas Station - Full Serve (No Repairs)","Missiles, Explosives & Fireworks","0.016393442"
"Household Moving / Packing Operations","Buses, Shuttles & Local Transit","0.016393442"
"Retail - Gifts & Decorative Items","Salvage Merchandise & Thrift Store","0.016393442"
"Retail - Gifts & Decorative Items","Salvage Merchandise & Thrift Store","0.016393442"
"Testing Contractors - Non-Destructive","Machinery parts manufacturer","0.016393442"
"Handyman / Handywoman / Miscellaneous Home Repair","Aircraft Parts & Services","0.016393442"
"Home Stagers / Interior Decorators","Security Guards & Patrol Services","0.016393442"
"Retail - Gifts & Decorative Items","Salvage Merchandise & Thrift Store","0.016393442"
"Business Services - Not Otherwise Classified","Underwear & Lingerie","0.016393442"
"Auto Repair Garage (No heavy trucks)","Painting, Plastering & Wall Covering","0.016393442"
"Gases - Incombustible Industrial (Argon / Helium / CO2)","Welding Services","0.016393442"
"Condominium Corporation - Multiple Occupancy - Retail","Office Spaces","0.016393442"
"Gas Station - Full Serve (No Repairs)","Missiles, Explosives & Fireworks","0.016393442"
"Building Owner - Single Occupancy - Warehouse / Wholesale","Auto Services","0.016393442"
"Private Schools (Primary / Secondary Levels)","Musical Instruments & Music Stores","0.016393442"
"Private Schools (Primary / Secondary Levels)","Musical Instruments & Music Stores","0.016393442"
"Advertising Agencies","Executive, Legislative & Government Institutions","0.016393442"
"Retail - Portable Tools / Equipment Rental","Aluminum Processing & Products","0.016393442"
"Retail - Gifts & Decorative Items","Salvage Merchandise & Thrift Store","0.016393442"
"Canning and Preserving (Meat / Fish / Fruit / Vegetables)","Pallet Supplier","0.016129032"
"Renovation - Residential (Singles / Semis / Townhouses)","Windows & Door Shops","0.016129032"
"Building Owner - Single Occupancy - Warehouse / Wholesale","Tech Companies","0.016129032"
"Iron / Steel Non-Structural (incl Railings)","Fences & Ornamental Metal Work","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Carpentry, trim and millwork (No Wood Shop)","Real Estate Attorneys","0.016129032"
"Project Managers (Non-Construction)","Playground Equipment Supplier","0.016129032"
"Renovation - Residential (Singles / Semis / Townhouses)","Windows & Door Shops","0.016129032"
"Electrical Contractors - Industrial","Pumps & Hydraulics Manufacturing","0.016129032"
"Retail - Clothing (Family, incl Children's)","Photographers & Photographic Studios","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Iron / Steel Non-Structural (incl Railings)","Fences & Ornamental Metal Work","0.016129032"
"Business Services - Not Otherwise Classified","Sporting Goods Store","0.016129032"
"Business Services - Not Otherwise Classified","Sporting Goods Store","0.016129032"
"Building Owner - Multiple Occupancy - Office","Aircraft Parts & Services","0.016129032"
"Manufacturers' Agents - Machinery (Industrial)","Trucking and Logistics","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Photographers & Photographic Studios","0.016129032"
"Electrical Contractors - Commercial (No Industrial)","Solar Energy Services","0.016129032"
"Renovation - Residential (Singles / Semis / Townhouses)","Windows & Door Shops","0.016129032"
"Iron / Steel Non-Structural (incl Railings)","Fences & Ornamental Metal Work","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Restoration - Residential (Singles / Semis / Townhouses)","Windows & Door Shops","0.016129032"
"Iron / Steel Non-Structural (incl Railings)","Fences & Ornamental Metal Work","0.016129032"
"Building Owner - Multiple Occupancy - Office","Aircraft Parts & Services","0.016129032"
"Fundraising Organizations (Charitable / Religious)","Community Center","0.016129032"
"Leather Products Manufacturing (No Footwear)","Luggages, Bags & Handbags","0.016129032"
"Electrical Contractors - Industrial","Pumps & Hydraulics Manufacturing","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Iron / Steel Non-Structural (incl Railings)","Fences & Ornamental Metal Work","0.016129032"
"Retail - Specialty Food Stores (Not Otherwise Classified)","Pet Shops","0.016129032"
"Renovation - Residential (Singles / Semis / Townhouses)","Windows & Door Shops","0.016129032"
"Fundraising Organizations (Charitable / Religious)","Home Health Care","0.016129032"
"Electrical Contractors - Commercial (No Industrial)","Solar Energy Services","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Drilling / Well Digging (No Oil/Gas, No Directional Drilling)","Water Supply & Water Treatment","0.016129032"
"Electrical Contractors - Residential","Adoption Agencies & Foster Care","0.016129032"
"Private Schools (Primary / Secondary Levels)","Heavy Construction Equipment","0.016129032"
"Exterior Building Cleaning / Sandblasting","Breaks, Wheels & Tire Dealers","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Electrical Contractors - Residential","Adoption Agencies & Foster Care","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Fundraising Organizations (Charitable / Religious)","Daycare Centers","0.016129032"
"Retail - Dry Goods / Luggage / Religious Goods / Handicraft","Leather Processing","0.016129032"
"Ice Manufacturing / Processing","Home Builders & Renovation Contractors","0.016129032"
"Renovation - Residential (Singles / Semis / Townhouses)","Windows & Door Shops","0.016129032"
"Iron / Steel Non-Structural (incl Railings)","Fences & Ornamental Metal Work","0.016129032"
"Carpentry, trim and millwork (No Wood Shop)","Business Associations","0.016129032"
"Retail - China / Crockery / Glassware / Giftware","Fences & Ornamental Metal Work","0.016129032"
"Auto Repair Garage (No heavy trucks)","Musical Instruments & Music Stores","0.016129032"
"Retail - Clothing (Family, incl Children's)","CBD and Medical Marijuana","0.016129032"
"Renovation - Residential (Singles / Semis / Townhouses)","Windows & Door Shops","0.016129032"
"Leather Products Manufacturing (No Footwear)","Luggages, Bags & Handbags","0.016129032"
"Building Owner - Single Occupancy - Warehouse / Wholesale","Tour Operators","0.016129032"
"Canning and Preserving (Meat / Fish / Fruit / Vegetables)","Wine Shops & Wineries","0.016129032"
"Electrical Contractors - Commercial (No Industrial)","Solar Energy Services","0.016129032"
"Restoration - Residential (Singles / Semis / Townhouses)","Windows & Door Shops","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Project Managers (Non-Construction)","Security Guards & Patrol Services","0.016129032"
"Universities / Community Colleges / Polytechnical Schools","Yoga Studios","0.016129032"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Photographers & Photographic Studios","0.016129032"
"Renovation - Residential (Singles / Semis / Townhouses)","Windows & Door Shops","0.016129032"
"Iron / Steel Non-Structural (incl Railings)","Fences & Ornamental Metal Work","0.016129032"
"Retail - Electronics (Install / Repair Off Premises)","Utility companies","0.016129032"
"Iron / Steel Non-Structural (incl Railings)","Fences & Ornamental Metal Work","0.016129032"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Photographers & Photographic Studios","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Building Management / Property Management","Alarms, Surveillance & Security Systems","0.016129032"
"Building Management / Property Management","Alarms, Surveillance & Security Systems","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Carpentry, trim and millwork (No Wood Shop)","Business Associations","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Electrical Contractors - Commercial (No Industrial)","Solar Energy Services","0.016129032"
"Dance / Gymnastic / Martial Arts Schools","Painting, Plastering & Wall Covering","0.016129032"
"Renovation - Residential (Singles / Semis / Townhouses)","Windows & Door Shops","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Snow Plowing - Commercial (No public roads)","Meat, Fish & Seafood Stores","0.016129032"
"Building Owner - Single Occupancy - Office","Clinics - Surgeons & Physicians","0.016129032"
"Carpentry (incl. Wood Shop Operations)","General Practice Attorneys","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Iron / Steel Non-Structural (incl Railings)","Fences & Ornamental Metal Work","0.016129032"
"Community / Civic / Special Interest Groups (Non-Medical)","Associations","0.016129032"
"Manufacturers' Agents - Machinery (Industrial)","Mining & Gas Exploration","0.016129032"
"Electrical Contractors - Commercial (No Industrial)","Solar Energy Services","0.016129032"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Snow Plowing - Commercial (No public roads)","Auto Parts Manufacturers","0.015873017"
"Retail - China / Crockery / Glassware / Giftware","Kitchen Furniture & Equipment","0.015873017"
"Gas Station - Full Serve (No Repairs)","Automobile Dealers & Manufacturers","0.015873017"
"Fundraising Organizations (Charitable / Religious)","Boys & Girls Clubs","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Wholesale - Metals (Not Otherwise Classified)","Watches & Jewelry Stores","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Electrical Contractors - Commercial (No Industrial)","Malls & Shopping Center","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Retail - China / Crockery / Glassware / Giftware","Kitchen Furniture & Equipment","0.015873017"
"Manufacturers' Agents - Machinery (Industrial)","Meat Production & Processing","0.015873017"
"Retail - Sporting Goods (No Firearms / Ammunition)","Windows & Door Shops","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Carpentry (incl. Wood Shop Operations)","Kitchen Furniture & Equipment","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Physicians and Surgeons (No Specialist Surgeons)","Adoption Agencies & Foster Care","0.015873017"
"Auto Repair Garage (No heavy trucks)","Farms & Agriculture Production","0.015873017"
"Electrical Contractors - Residential","Accounting & Bookkeeping Services","0.015873017"
"Wholesale - Not Otherwise Classified","Die Casting & Tool Manufacturing","0.015873017"
"Wholesale - Newspapers / Periodicals / Books","Promotional Merchandising","0.015873017"
"Fundraising Organizations (Charitable / Religious)","Boys & Girls Clubs","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","Property Management","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Building Owner - Single Occupancy - Retail","Breaks, Wheels & Tire Dealers","0.015873017"
"Excavation - in Existing Infrastructure","Marble, Granite & Stone Products","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Community / Civic / Special Interest Groups (Non-Medical)","Art Galleries","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Software Developers (Pre-Packaged)","Environmental Engineering Services","0.015873017"
"Community / Civic / Special Interest Groups (Non-Medical)","Art Galleries","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Grain Products Manufacturing / Processing (incl Flour / Cereal)","Gift Shops","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Retail - Accessories (Belts / Scarves / Etc)","Medical Supply Manufacturers","0.015873017"
"Retail - China / Crockery / Glassware / Giftware","Kitchen Furniture & Equipment","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Wholesale - Stationery / Film / Religious Goods / Hobby Supplies","Engines","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Community / Civic / Special Interest Groups (Non-Medical)","Art Galleries","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Wholesale - Not Otherwise Classified","Heavy Construction Equipment","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Software Developers (Pre-Packaged)","Environmental Engineering Services","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Carpentry (incl. Wood Shop Operations)","Kitchen Furniture & Equipment","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Auto Specialty Shops (Auto Detail / Glass / Lube)","Neckwear, Hats & Accessories","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Business Services - Not Otherwise Classified","DJs & Event Entertainers","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","Property Management","0.015873017"
"Canning and Preserving (Meat / Fish / Fruit / Vegetables)","Coffee & Tea Shops","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Wholesale - Not Otherwise Classified","Die Casting & Tool Manufacturing","0.015873017"
"Community / Civic / Special Interest Groups (Non-Medical)","Art Galleries","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","Masonry Supply Store","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Construction - Driveways / Parking Areas (Residential)","Carriers & Brokers","0.015873017"
"Photographers' Studios (Incl Away from Premises)","Elementary Schools","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Fundraising Organizations (Charitable / Religious)","Ophthalmologists","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
"Renovation - Residential (Singles / Semis / Townhouses)","General Contractors","0.015873017"
